CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
TEZKAM,tezkam_P1,monoclinic,-,37.261,-,-,-
TIBJOG,tibjog_P1,triclinic,-,31.166,-,-,-
TIBJUM,tibjum_P1,orthorhombic,-,24.3,-,-,-
TIDLEZ,tidlez_P1_charged,orthorhombic,-,56.291,Yes,-,-
TIDTIM,tidtim_P1,tetragonal,Yes,38.922,-,-,-
TIFDOB,tifdob_P1,tetragonal,Yes,22.543,-,-,-
TIFHAT,tifhat_P1_charged_H,monoclinic,-,53.642,Yes,Yes,-
TIFHEX,tifhex_P1_charged_H,monoclinic,-,53.568,Yes,Yes,-
TIGDOD,tigdod_P1,monoclinic,-,43.777,-,-,-
TIGSOT,tigsot_P1_charged,monoclinic,-,23.06,Yes,-,-
TIGVUC,tigvuc_P1,orthorhombic,-,32.111,-,-,-
TIHMAB,tihmab_P1,monoclinic,-,28.182,-,-,-
TIHROU,tihrou_P1_charged,triclinic,-,39.956,Yes,-,-
TIHRUA,tihrua_P1_charged,triclinic,-,28.936,Yes,-,-
TIHTUC,tihtuc_P1,triclinic,-,16.937,-,-,Yes
TIJPOT,tijpot_P1,monoclinic,-,13.303,-,-,-
TIKTAL,tiktal_P1,tetragonal,Yes,45.443,-,-,-
TIKTAL01,tiktal01_P1,tetragonal,Yes,45.63,-,-,-
TIKTOZ,tiktoz_P1,tetragonal,Yes,46.193,-,-,-
TIKTUF,tiktuf_P1,tetragonal,Yes,45.613,-,-,-
TIKXAN,tikxan_P1_charged,cubic,-,65.875,Yes,-,-
TILCUN,tilcun_P1,monoclinic,-,15.467,-,-,-
TILDIC,tildic_P1,monoclinic,-,15.784,-,-,-
TILDIC01,tildic01_P1,monoclinic,-,14.8,-,-,-
TILFEC,tilfec_P1,monoclinic,-,31.833,-,-,-
TILHAY,tilhay_P1_charged,monoclinic,-,25.147,Yes,-,-
TILHAZ,tilhaz_P1,tetragonal,-,33.814,-,-,-
TILHEC,tilhec_P1_charged,monoclinic,-,26.657,Yes,-,-
TIMMOU,timmou_P1,triclinic,-,22.978,-,-,-
TINFED,tinfed_P1_charged,orthorhombic,-,12.61,Yes,-,-
TINFIH,tinfih_P1_H,monoclinic,-,23.319,-,Yes,-
TIPRIT,tiprit_P1,rhombohedral,-,15.259,-,-,-
TIPRIT01,tiprit01_P1,cubic,-,14.411,-,-,-
TIPROZ,tiproz_P1,cubic,-,14.271,-,-,-
TIQHAD,tiqhad_P1_H,tetragonal,-,18.328,-,Yes,Yes
TIRLIQ,tirliq_P1,monoclinic,-,26.25,-,-,-
TIRQOB,tirqob_P1,cubic,-,37.073,-,-,-
TIRRIW,tirriw_P1,triclinic,-,38.848,-,-,-
TISGUY,tisguy_P1,monoclinic,-,14.251,-,-,-
TISHAF,tishaf_P1,rhombohedral,-,48.475,-,-,-
TISKOW,tiskow_P1_H,monoclinic,-,21.588,-,Yes,Yes
TISNEQ,tisneq_P1,monoclinic,-,10.902,-,-,-
TISNUH,tisnuh_P1_H,hexagonal,-,79.738,-,Yes,Yes
TISPAP,tispap_P1_H,hexagonal,-,79.823,-,Yes,Yes
TISWEZ,tiswez_P1,tetragonal,-,10.425,-,-,-
TISZUT,tiszut_P1,monoclinic,-,40.913,-,-,-
TITBOP,titbop_P1,tetragonal,-,41.417,-,-,-
TITBUV,titbuv_P1_charged,monoclinic,Yes,46.586,Yes,-,-
TITTEY,tittey_P1,monoclinic,-,49.44,-,-,-
TIVXOM,tivxom_P1_charged,rhombohedral,-,15.404,Yes,-,-
TIXCEK,tixcek_P1,tetragonal,-,42.095,-,-,-
TIXKUI,tixkui_P1,trigonal,Yes,61.325,-,-,-
TIXVON,tixvon_P1,orthorhombic,-,22.258,-,-,Yes
TIYMEU,tiymeu_P1_H,orthorhombic,-,12.052,-,Yes,-
TIZKUK,tizkuk_P1,monoclinic,-,11.726,-,-,-
TIZVED,tizved_P1_charged,monoclinic,-,45.199,Yes,-,-
TIZVED01,tizved01_P1_charged,monoclinic,-,45.192,Yes,-,-
TIZVIH,tizvih_P1_charged,monoclinic,-,42.734,Yes,-,-
TIZVIH01,tizvih01_P1_charged,monoclinic,-,42.732,Yes,-,-
TOBJUR,tobjur_P1,monoclinic,-,43.032,-,-,-
TOBKAY,tobkay_P1,monoclinic,-,42.472,-,-,-
TOBKEC,tobkec_P1,monoclinic,-,41.437,-,-,-
TOBPEG,tobpeg_P1_charged,monoclinic,-,14.966,Yes,-,-
TOCJAY,tocjay_P1,cubic,-,81.5,-,-,-
TOCJEC,tocjec_P1,cubic,-,87.822,-,-,-
TOCKAA,tockaa_P1,monoclinic,-,12.973,-,-,-
TOCNUX,tocnux_P1_H,triclinic,-,23.575,-,Yes,Yes
TOCXUH,tocxuh_P1_charged,orthorhombic,-,37.415,Yes,-,-
TODFOK,todfok_P1_H,hexagonal,-,66.481,-,Yes,-
TODLAC,todlac_P1,orthorhombic,Yes,39.263,-,-,-
TODLEG,todleg_P1_H,orthorhombic,Yes,34.03,-,Yes,Yes
TODYUJ,todyuj_P1,rhombohedral,-,45.026,-,-,-
TOFKOQ,tofkoq_P1,monoclinic,-,11.167,-,-,-
TOFLAD,toflad_P1,monoclinic,-,21.246,-,-,-
TOFQEM,tofqem_P1,orthorhombic,-,35.229,-,-,-
TOFWAO,tofwao_P1_charged,monoclinic,-,10.244,Yes,-,-
TOGMIO,togmio_P1,orthorhombic,-,69.716,-,-,Yes
TOHNOV,tohnov_P1,rhombohedral,-,66.246,-,-,Yes
TOHQEO,tohqeo_P1,monoclinic,-,42.657,-,-,-
TOHVAP,tohvap_P1,orthorhombic,Yes,10.141,-,-,-
TOHYOF,tohyof_P1_charged,monoclinic,-,22.66,Yes,-,-
TOHYUL,tohyul_P1,orthorhombic,-,16.157,-,-,-
TOHYUM,tohyum_P1,monoclinic,-,26.062,-,-,-
TOHZAS,tohzas_P1_H,triclinic,-,32.735,-,Yes,-
TOJPOZ,tojpoz_P1,monoclinic,-,11.312,-,-,-
TOKDON,tokdon_P1,monoclinic,-,49.199,-,-,-
TOLGOR,tolgor_P1_H,monoclinic,-,25.957,-,Yes,-
TOLHEI,tolhei_P1,monoclinic,-,32.844,-,-,-
TOMBAB,tombab_P1_charged,cubic,Yes,74.045,Yes,-,Yes
TONBII,tonbii_P1,monoclinic,-,19.295,-,-,-
TONBUU,tonbuu_P1_charged,monoclinic,-,32.291,Yes,-,-
TONKEN,tonken_P1_charged,tetragonal,-,67.164,Yes,-,-
TONPOD,tonpod_P1,monoclinic,-,11.468,-,-,-
TOPJEQ,topjeq_P1,tetragonal,Yes,37.868,-,-,-
TORJAN,torjan_P1,orthorhombic,-,39.293,-,-,-
TORJER,torjer_P1,orthorhombic,-,38.315,-,-,-
TORJIV,torjiv_P1,orthorhombic,-,38.126,-,-,-
TORJOB,torjob_P1,orthorhombic,-,39.68,-,-,-
TORJUH,torjuh_P1,orthorhombic,-,39.293,-,-,-
TORKAO,torkao_P1,orthorhombic,-,38.443,-,-,-
TORKES,torkes_P1,orthorhombic,-,39.112,-,-,-
TORPUN,torpun_P1,orthorhombic,-,30.69,-,-,-
TOSMUM,tosmum_P1,monoclinic,-,23.449,-,-,-
TOTGOB,totgob_P1_H,monoclinic,-,12.813,-,Yes,-
TOTVOP,totvop_P1,monoclinic,-,13.127,-,-,-
TOVJIZ,tovjiz_P1,monoclinic,-,76.496,-,-,-
TOVJOF,tovjof_P1,monoclinic,-,70.782,-,-,-
TOVKEW,tovkew_P1,orthorhombic,-,66.029,-,-,Yes
TOVKIA,tovkia_P1,rhombohedral,-,63.111,-,-,Yes
TOVKOG,tovkog_P1,rhombohedral,Yes,83.041,-,-,Yes
TOWLOI,towloi_P1,cubic,-,27.955,-,-,Yes
TOWLUO,towluo_P1,cubic,-,18.646,-,-,-
TOWNAW,townaw_P1,hexagonal,-,25.598,-,-,Yes
TOWNEA,townea_P1,tetragonal,Yes,61.252,-,-,-
TOWNOK,townok_P1,hexagonal,Yes,47.621,-,-,Yes
TOWPAY,towpay_P1,cubic,-,56.382,-,-,Yes
TOWSAC,towsac_P1,rhombohedral,Yes,51.825,-,-,-
TOWSEG,towseg_P1,monoclinic,-,62.292,-,-,-
TOWTEH,towteh_P1,orthorhombic,-,15.972,-,-,-
TOWTOR,towtor_P1,monoclinic,-,16.003,-,-,-
TOXHAR,toxhar_P1,monoclinic,-,25.736,-,-,-
TOXHIZ,toxhiz_P1,tetragonal,-,39.095,-,-,-
TOXMUQ,toxmuq_P1,tetragonal,Yes,45.245,-,-,-
TOXNAX,toxnax_P1,tetragonal,Yes,44.247,-,-,-
TOXNEB,toxneb_P1,tetragonal,Yes,44.461,-,-,-
TOXTEI,toxtei_P1,tetragonal,-,51.191,-,-,-
TOYCAO,toycao_P1,monoclinic,-,30.856,-,-,-
TOYCOC,toycoc_P1_H,monoclinic,-,43.894,-,Yes,-
TOYHEX,toyhex_P1,hexagonal,-,30.995,-,-,-
TOYHIB,toyhib_P1,hexagonal,-,42.425,-,-,-
TOYHOH,toyhoh_P1,hexagonal,-,50.206,-,-,-
TOYWAI,toywai_P1,monoclinic,-,32.602,-,-,-
TOYWEM,toywem_P1,monoclinic,-,27.218,-,-,-
TOYWIQ,toywiq_P1,monoclinic,-,26.662,-,-,-
TOYWOW,toywow_P1,monoclinic,-,31.087,-,-,-
TOYWUC,toywuc_P1,monoclinic,-,30.949,-,-,-
TOYXAJ,toyxaj_P1,monoclinic,-,26.366,-,-,-
TOYXEN,toyxen_P1,monoclinic,-,33.413,-,-,-
TOZZEQ,tozzeq_P1,monoclinic,-,19.343,-,-,-
TUBCAW,tubcaw_P1_H,monoclinic,-,12.202,-,Yes,-
TUBCEA,tubcea_P1,triclinic,-,21.483,-,-,-
TUBDAY,tubday_P1,cubic,-,61.908,-,-,Yes
TUBJAD,tubjad_P1,orthorhombic,-,19.588,-,-,-
TUBLIN,tublin_P1,triclinic,-,25.61,-,-,-
TUCHEH,tucheh_P1,monoclinic,-,17.005,-,-,-
TUDHUW,tudhuw_P1,cubic,-,49.982,-,-,-
TUDJAE,tudjae_P1,cubic,-,50.963,-,-,-
TUDJEI,tudjei_P1,cubic,-,50.842,-,-,-
TUDJIM,tudjim_P1,cubic,-,50.601,-,-,-
TUDJOS,tudjos_P1,cubic,-,51.491,-,-,-
TUDJUY,tudjuy_P1,cubic,-,50.782,-,-,-
TUDKAF,tudkaf_P1,cubic,-,50.646,-,-,-
TUDKEJ,tudkej_P1,cubic,-,50.163,-,-,-
TUDMAH,tudmah_P1,monoclinic,-,55.549,-,-,-
TUDMEL,tudmel_P1,monoclinic,-,28.665,-,-,-
TUDQOZ,tudqoz_P1,orthorhombic,-,19.251,-,-,-
TUDTAQ,tudtaq_P1,monoclinic,-,22.151,-,-,-
TUFTAR,tuftar_P1,triclinic,-,10.6,-,-,-
TUGQUK,tugquk_P1,monoclinic,-,68.606,-,-,-
TUGQUK01,tugquk01_P1,monoclinic,-,67.329,-,-,-
TUGREV,tugrev_P1,monoclinic,-,62.419,-,-,-
TUGREV01,tugrev01_P1,monoclinic,-,62.803,-,-,-
TUGREV02,tugrev02_P1,monoclinic,-,65.753,-,-,-
TUGREV03,tugrev03_P1,monoclinic,-,65.831,-,-,-
TUGREV04,tugrev04_P1,monoclinic,-,65.816,-,-,-
TUGREV05,tugrev05_P1,monoclinic,-,64.173,-,-,-
TUGSIA,tugsia_P1,monoclinic,-,66.044,-,-,-
TUHDIM,tuhdim_P1,orthorhombic,-,67.458,-,-,Yes
TUHDOS,tuhdos_P1,monoclinic,-,73.895,-,-,-
TUHFAG,tuhfag_P1,monoclinic,-,62.166,-,-,-
TUHFEK,tuhfek_P1,monoclinic,-,62.455,-,-,-
TUHFIO,tuhfio_P1,monoclinic,-,68.84,-,-,-
TUHFOU,tuhfou_P1,monoclinic,-,68.865,-,-,-
TUJGIQ,tujgiq_P1,monoclinic,-,29.23,-,-,-
TUJMIX,tujmix_P1,monoclinic,-,13.393,-,-,-
TUKCUZ,tukcuz_P1,monoclinic,-,22.0,-,-,-
TUKVIF,tukvif_P1,cubic,-,35.822,-,-,-
TULLIX,tullix_P1_H,monoclinic,-,45.414,-,Yes,Yes
TULNOG01,tulnog01_P1,triclinic,Yes,32.869,-,-,-
TULPUO,tulpuo_P1,monoclinic,-,26.185,-,-,-
TULQEZ,tulqez_P1,monoclinic,-,24.723,-,-,-
TUMDAI,tumdai_P1,monoclinic,-,33.824,-,-,-
TUMDEM,tumdem_P1,monoclinic,-,35.685,-,-,-
TUMGIS,tumgis_P1_H,monoclinic,-,14.753,-,Yes,Yes
TUMQID,tumqid_P1,monoclinic,-,34.815,-,-,-
TUMQOJ,tumqoj_P1,monoclinic,-,35.2,-,-,-
TUMQUP,tumqup_P1,monoclinic,-,32.436,-,-,-
TUMRAW,tumraw_P1,monoclinic,-,30.709,-,-,-
TUMREA,tumrea_P1,monoclinic,-,31.923,-,-,-
TUMRIE,tumrie_P1,monoclinic,-,34.418,-,-,-
TUMROK,tumrok_P1,monoclinic,-,34.041,-,-,-
TUMRUQ,tumruq_P1,monoclinic,-,34.395,-,-,-
TUMWUW,tumwuw_P1,monoclinic,-,24.544,-,-,-
TUNCAI,tuncai_P1,monoclinic,-,13.294,-,-,Yes
TUNJET,tunjet_P1,monoclinic,-,33.525,-,-,-
TUNKAQ,tunkaq_P1,monoclinic,-,17.799,-,-,-
TUPDEP,tupdep_P1,orthorhombic,-,23.839,-,-,-
TUPDIT,tupdit_P1,orthorhombic,-,24.444,-,-,-
TUPDIT01,tupdit01_P1,orthorhombic,-,24.482,-,-,-
TUPDIT04,tupdit04_P1,orthorhombic,-,24.506,-,-,-
TUPDOZ,tupdoz_P1,orthorhombic,-,24.989,-,-,-
TUPWOT,tupwot_P1,monoclinic,-,10.126,-,-,-
TUPZOW,tupzow_P1_charged,triclinic,-,38.519,Yes,-,Yes
TURDIV,turdiv_P1_charged,monoclinic,Yes,31.517,Yes,-,-
TURDOB,turdob_P1_charged,monoclinic,Yes,30.704,Yes,-,-
TURDUH,turduh_P1_charged,monoclinic,Yes,29.941,Yes,-,-
TURFAP,turfap_P1_charged,monoclinic,Yes,29.158,Yes,-,-
TUSGOD,tusgod_P1_charged,orthorhombic,-,49.601,Yes,-,-
TUSGUJ,tusguj_P1_charged,tetragonal,-,55.026,Yes,-,Yes
TUTGOF,tutgof_P1,monoclinic,-,30.325,-,-,-
TUTGUL,tutgul_P1,monoclinic,-,19.445,-,-,-
TUTHAS,tuthas_P1,monoclinic,-,22.496,-,-,-
TUTHEW,tuthew_P1,monoclinic,-,17.97,-,-,-
TUTHOG,tuthog_P1,monoclinic,-,20.403,-,-,-
TUTHUM,tuthum_P1,monoclinic,-,21.413,-,-,-
TUTJAU,tutjau_P1,monoclinic,-,39.82,-,-,-
TUVCIZ,tuvciz_P1,monoclinic,Yes,23.712,-,-,Yes
TUVDAS,tuvdas_P1,orthorhombic,Yes,14.982,-,-,-
TUVDIX,tuvdix_P1_H,hexagonal,-,22.281,-,Yes,Yes
TUVDOD,tuvdod_P1_H,hexagonal,-,22.104,-,Yes,Yes
TUVDUJ,tuvduj_P1_H,hexagonal,-,22.465,-,Yes,Yes
TUWFID,tuwfid_P1_H,hexagonal,Yes,49.851,-,Yes,-
TUWFOJ,tuwfoj_P1_H,hexagonal,Yes,49.749,-,Yes,-
TUWFUP,tuwfup_P1_charged,hexagonal,Yes,53.46,Yes,-,-
TUXTUD,tuxtud_P1,cubic,-,34.136,-,-,-
TUXVOA,tuxvoa_P1,monoclinic,-,25.809,-,-,Yes
TUXVUG,tuxvug_P1,monoclinic,-,25.365,-,-,Yes
TUYKUU,tuykuu_P1,triclinic,-,12.794,-,-,-
TUYLEF,tuylef_P1,triclinic,-,11.598,-,-,-
TUZVUH,tuzvuh_P1,triclinic,-,33.473,-,-,-
UBACUX,ubacux_P1,monoclinic,-,34.624,-,-,-
UBALIU,ubaliu_P1_H,monoclinic,-,17.125,-,Yes,-
UBIBUF,ubibuf_P1,trigonal,-,63.508,-,-,-
UBIPAY,ubipay_P1,triclinic,-,24.95,-,-,-
UBOGAV,ubogav_P1_H,triclinic,-,17.39,-,Yes,Yes
UBULUA,ubulua_P1,orthorhombic,-,55.015,-,-,-
UCABAE,ucabae_P1_charged,triclinic,-,32.459,Yes,-,-
UCEXAC,ucexac_P1_H,triclinic,-,20.663,-,Yes,Yes
UCEXIK,ucexik_P1_H,triclinic,-,20.744,-,Yes,Yes
UCEXOQ,ucexoq_P1_H,triclinic,-,20.527,-,Yes,Yes
UCOHUR,ucohur_P1,orthorhombic,-,54.614,-,-,-
UCOJED,ucojed_P1,orthorhombic,-,53.836,-,-,-
UCOJIH,ucojih_P1,orthorhombic,-,55.228,-,-,-
UCOXOZ,ucoxoz_P1_H,monoclinic,-,40.529,-,Yes,Yes
UCUHIM,ucuhim_P1_charged,triclinic,-,35.457,Yes,-,-
UCUJOU,ucujou_P1,monoclinic,-,56.271,-,-,-
UDANEV,udanev_P1,cubic,Yes,69.144,-,-,-
UDATIE,udatie_P1,monoclinic,-,20.058,-,-,-
UDAXEF,udaxef_P1,monoclinic,-,49.114,-,-,-
UDEGIW,udegiw_P1,orthorhombic,-,31.883,-,-,-
UDEPIE,udepie_P1,tetragonal,-,38.509,-,-,-
UDEZEL,udezel_P1,monoclinic,-,17.962,-,-,-
UDICER,udicer_P1_H,monoclinic,-,11.026,-,Yes,-
UDIHOF,udihof_P1_charged,monoclinic,-,57.651,Yes,-,Yes
UDISUX,udisux_P1,rhombohedral,-,14.548,-,-,Yes
UDITAE,uditae_P1,rhombohedral,-,14.524,-,-,Yes
UDITEI,uditei_P1,rhombohedral,-,14.698,-,-,Yes
UDIWEM,udiwem_P1,orthorhombic,-,26.937,-,-,-
UDIWOW,udiwow_P1_charged,monoclinic,-,46.412,Yes,-,-
UDIWUC,udiwuc_P1,triclinic,-,22.774,-,-,-
UDONIN,udonin_P1,monoclinic,-,32.937,-,-,-
UDOPEL,udopel_P1,orthorhombic,Yes,33.475,-,-,-
UDOVUG,udovug_P1_H,tetragonal,-,37.626,-,Yes,Yes
UFALAR,ufalar_P1_H,orthorhombic,-,34.91,-,Yes,-
UFALEV,ufalev_P1,orthorhombic,-,21.458,-,-,-
UFAMEW,ufamew_P1,monoclinic,-,27.471,-,-,-
UFAMIA,ufamia_P1,rhombohedral,-,57.797,-,-,-
UFAMUM,ufamum_P1,monoclinic,Yes,54.115,-,-,-
UFANEV,ufanev_P1_charged,tetragonal,Yes,36.656,Yes,-,-
UFAQEA,ufaqea_P1,hexagonal,Yes,33.124,-,-,-
UFAQIE,ufaqie_P1,hexagonal,Yes,42.235,-,-,-
UFAQOK,ufaqok_P1,hexagonal,Yes,42.656,-,-,-
UFASAW,ufasaw_P1_H,orthorhombic,-,11.976,-,Yes,Yes
UFATEA01,ufatea01_P1,orthorhombic,-,36.824,-,-,-
UFESUW,ufesuw_P1,orthorhombic,-,32.948,-,-,-
UFESUW01,ufesuw01_P1,orthorhombic,-,33.787,-,-,-
UFESUW02,ufesuw02_P1,orthorhombic,-,32.619,-,-,-
UFEVIL,ufevil_P1,monoclinic,-,12.139,-,-,-
UFIREI,ufirei_P1,rhombohedral,-,51.106,-,-,-
UFIRIM,ufirim_P1,monoclinic,-,58.386,-,-,-
UFOBAV,ufobav_P1,cubic,-,23.942,-,-,-
UFOBAV01,ufobav01_P1,cubic,-,24.085,-,-,-
UFOBEZ,ufobez_P1,cubic,-,10.164,-,-,-
UFOBEZ01,ufobez01_P1,cubic,-,10.463,-,-,-
UFOFIF,ufofif_P1_H,monoclinic,Yes,11.579,-,Yes,-
UFOFUT,ufofut_P1,tetragonal,-,69.336,-,-,-
UFOGEE,ufogee_P1,monoclinic,-,34.34,-,-,-
UFOPOX,ufopox_P1,triclinic,-,20.627,-,-,-
UFOQUE,ufoque_P1_charged,cubic,-,42.019,Yes,-,-
UFORIT,uforit_P1,cubic,-,82.227,-,-,-
UFUMUD,ufumud_P1,monoclinic,-,19.988,-,-,-
UFUMUD01,ufumud01_P1,monoclinic,-,18.193,-,-,-
UFUMUD02,ufumud02_P1,monoclinic,-,17.43,-,-,-
UFUNAK,ufunak_P1,monoclinic,-,16.296,-,-,-
UFUROF,ufurof_P1_charged,tetragonal,-,25.923,Yes,-,-
UGAQEY,ugaqey_P1,tetragonal,Yes,27.61,-,-,-
UGEPEB,ugepeb_P1,monoclinic,-,14.882,-,-,-
UGEPEB01,ugepeb01_P1,monoclinic,-,15.724,-,-,-
UGEPEB02,ugepeb02_P1,monoclinic,-,15.168,-,-,-
UGEXOU,ugexou_P1,tetragonal,-,20.543,-,-,-
UGIYER,ugiyer_P1,monoclinic,-,14.679,-,-,-
UGOFED,ugofed_P1,monoclinic,-,32.841,-,-,-
UGOSOY,ugosoy_P1_charged_H,tetragonal,-,29.916,Yes,Yes,Yes
UGUGUZ,uguguz_P1,monoclinic,-,19.525,-,-,-
UGUHAG,uguhag_P1,monoclinic,-,23.128,-,-,-
UGUHEK,uguhek_P1,monoclinic,-,19.583,-,-,-
UGUQOC,uguqoc_P1_charged,monoclinic,-,37.634,Yes,-,-
UGURUM,ugurum_P1,monoclinic,-,20.124,-,-,-
UHAJOF,uhajof_P1,monoclinic,-,12.604,-,-,-
UHASII,uhasii_P1,tetragonal,Yes,37.184,-,-,-
UHATEF,uhatef_P1,triclinic,-,23.17,-,-,-
UHATIJ,uhatij_P1,monoclinic,-,28.785,-,-,-
UHAXUW,uhaxuw_P1,monoclinic,-,23.361,-,-,-
UHEBOA,uheboa_P1,tetragonal,-,12.081,-,-,-
UHIGUQ,uhiguq_P1,triclinic,-,52.589,-,-,-
UHISOU,uhisou_P1,triclinic,-,13.617,-,-,-
UHIYAN,uhiyan_P1,monoclinic,-,21.204,-,-,-
UHIYOB,uhiyob_P1,triclinic,-,10.32,-,-,-
UHIZUI,uhizui_P1_H,rhombohedral,-,38.863,-,Yes,-
UHOGIK,uhogik_P1,triclinic,-,42.323,-,-,-
UHOMEL,uhomel_P1,orthorhombic,Yes,17.549,-,-,-
UHOYUO,uhoyuo_P1_charged,hexagonal,-,54.916,Yes,-,-
UHUJOZ,uhujoz_P1,monoclinic,-,15.349,-,-,-
UHUWEC,uhuwec_P1,monoclinic,-,28.346,-,-,-
UJAQAY,ujaqay_P1_H,monoclinic,-,12.507,-,Yes,-
UJAQEC,ujaqec_P1_H,triclinic,-,42.096,-,Yes,-
UJAQOM,ujaqom_P1_H,monoclinic,-,39.464,-,Yes,-
UJAQUS,ujaqus_P1,orthorhombic,Yes,13.426,-,-,-
UJARAZ,ujaraz_P1_H,triclinic,-,48.25,-,Yes,-
UJARIH,ujarih_P1,monoclinic,-,18.972,-,-,-
UJECUI,ujecui_P1_H,rhombohedral,Yes,24.081,-,Yes,-
UJEDIX,ujedix_P1_H,trigonal,Yes,28.606,-,Yes,Yes
UJEVIQ,ujeviq_P1,monoclinic,-,10.87,-,-,-
UJIZET,ujizet_P1,orthorhombic,-,46.267,-,-,-
UJUPOG,ujupog_P1,orthorhombic,Yes,13.63,-,-,-
UJUQIB,ujuqib_P1_charged,hexagonal,-,60.384,Yes,-,-
UKAJOH,ukajoh_P1,monoclinic,-,16.608,-,-,-
UKAKIC,ukakic_P1,monoclinic,-,31.715,-,-,-
UKALAV,ukalav_P1,orthorhombic,-,35.705,-,-,-
UKALEZ,ukalez_P1,orthorhombic,-,35.773,-,-,-
UKALID,ukalid_P1,orthorhombic,-,30.358,-,-,-
UKALOJ,ukaloj_P1,orthorhombic,-,30.874,-,-,-
UKALUP,ukalup_P1,orthorhombic,-,25.058,-,-,-
UKAPUS,ukapus_P1,triclinic,-,32.579,-,-,-
UKAQAZ,ukaqaz_P1,triclinic,-,32.573,-,-,-
UKAQED,ukaqed_P1,triclinic,-,33.0,-,-,-
UKAQED01,ukaqed01_P1,triclinic,-,32.833,-,-,-
UKAQIH,ukaqih_P1,triclinic,-,32.339,-,-,-
UKEVIR,ukevir_P1,trigonal,-,43.11,-,-,-
UKEXEP,ukexep_P1_charged,monoclinic,-,24.22,Yes,-,-
UKIBIB,ukibib_P1_H,cubic,-,80.422,-,Yes,-
UKIBUN,ukibun_P1_H,cubic,-,67.812,-,Yes,-
UKIQOV,ukiqov_P1_H,hexagonal,-,71.807,-,Yes,Yes
UKOHIN,ukohin_P1,rhombohedral,-,64.873,-,-,-
UKOZOK,ukozok_P1_charged_H,monoclinic,-,36.782,Yes,Yes,-
UKUBAE,ukubae_P1_H,triclinic,-,25.0,-,Yes,-
UKUBIM,ukubim_P1,tetragonal,-,35.043,-,-,-
UKUBOS,ukubos_P1,tetragonal,-,34.627,-,-,-
UKUBUY,ukubuy_P1,tetragonal,-,34.682,-,-,-
UKUCAF,ukucaf_P1,tetragonal,-,34.386,-,-,-
UKUDEL,ukudel_P1_H,cubic,-,43.795,-,Yes,Yes
ULAPUU,ulapuu_P1_charged,monoclinic,-,34.504,Yes,-,-
ULAQAB,ulaqab_P1_charged_H,monoclinic,-,15.751,Yes,Yes,-
ULAQEF,ulaqef_P1_charged_H,monoclinic,-,15.677,Yes,Yes,-
ULASAD,ulasad_P1,monoclinic,-,35.444,-,-,-
ULILEI,ulilei_P1,orthorhombic,-,28.271,-,-,-
ULIMAF,ulimaf_P1,triclinic,-,14.313,-,-,-
ULIMIN,ulimin_P1_H,monoclinic,-,25.654,-,Yes,Yes
ULINEK,ulinek_P1,monoclinic,-,14.527,-,-,-
ULISOZ,ulisoz_P1,monoclinic,-,36.994,-,-,-
ULOLAK,ulolak_P1,monoclinic,-,48.656,-,-,-
ULUVUT,uluvut_P1,monoclinic,-,50.442,-,-,-
UMABIV,umabiv_P1,orthorhombic,-,34.0,-,-,Yes
UMAQAC,umaqac_P1,tetragonal,Yes,32.581,-,-,-
UMEKEE,umekee_P1,orthorhombic,-,59.043,-,-,-
UMEKII,umekii_P1,orthorhombic,-,33.266,-,-,-
UMEXUF,umexuf_P1,monoclinic,-,28.937,-,-,-
UMEXUF01,umexuf01_P1,monoclinic,-,27.717,-,-,-
UMIGAA,umigaa_P1_charged_H,tetragonal,-,52.804,Yes,Yes,Yes
UMOYOM17,umoyom17_P1,rhombohedral,-,58.222,-,-,Yes
UMUTOM,umutom_P1_H,triclinic,-,10.055,-,Yes,-
UMUTUS,umutus_P1,monoclinic,-,14.629,-,-,-
UMUXAC,umuxac_P1,hexagonal,Yes,13.14,-,-,-
UNABUH,unabuh_P1,monoclinic,-,21.554,-,-,-
UNABUH01,unabuh01_P1,monoclinic,-,21.593,-,-,-
UNACES,unaces_P1,monoclinic,-,19.689,-,-,-
UNACIW,unaciw_P1,monoclinic,-,21.896,-,-,-
UNAHEY,unahey_P1,monoclinic,-,17.43,-,-,-
UNAZIT,unazit_P1,orthorhombic,Yes,31.655,-,-,-
UNEBIZ,unebiz_P1,triclinic,Yes,12.4,-,-,-
UNEPAE,unepae_P1_H,triclinic,-,12.255,-,Yes,-
UNIGEE,unigee_P1,cubic,-,78.535,-,-,-
UNINEM,uninem_P1_charged,cubic,-,69.051,Yes,-,-
UNINIQ,uniniq_P1_charged,cubic,-,69.236,Yes,-,-
UNINOW,uninow_P1_charged,cubic,-,69.421,Yes,-,-
UNINUC,uninuc_P1_charged,cubic,-,69.19,Yes,-,-
UNINUC01,uninuc01_P1_charged,cubic,-,69.19,Yes,-,-
UNIPAJ,unipaj_P1,monoclinic,-,15.802,-,-,-
UNIPAK,unipak_P1_charged,cubic,-,68.658,Yes,-,-
UNIPEN,unipen_P1,orthorhombic,Yes,14.831,-,-,-
UNIPOY,unipoy_P1_charged,cubic,-,69.028,Yes,-,-
UNIPUE,unipue_P1_charged,cubic,-,68.427,Yes,-,-
